Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
R008990,"Education: Bachelor's in Marketing Experience: 1 years Skills: Community Management, Analytics, Platform Knowledge, Problem Solving, Copywriting, Social Media Strategy, CSS, Scikit-learn",Bachelor's in Marketing,1,Community Management|Analytics|Platform Knowledge|Problem Solving|Copywriting|Social Media Strategy|CSS|Scikit-learn|Content Creation,Social Media Manager,Marketing & Sales
R008991,"Education: Agriculture Program Experience: 5 years Skills: Dairy Operations, Figma, Jenkins, Leadership, Tableau, Quality Control, Equipment, Problem Solving",Agriculture Program,5,Dairy Operations|Figma|Jenkins|Leadership|Tableau|Quality Control|Equipment|Problem Solving|Animal Health,Dairy Manager,Agriculture
R008992,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Architecture, Statistics, C++, Leadership, Problem Solving, Code Review, Mentoring, Communication",Bachelor's in Computer Science,4,Architecture|Statistics|C++|Leadership|Problem Solving|Code Review|Mentoring|Communication|Mobile Security,Technical Lead,Technology
R008993,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Database, React, Git, Mobile Security, Mobile UI/UX, JavaScript, Web Accessibility, Node.js",Bachelor's in Computer Science,1,Database|React|Git|Mobile Security|Mobile UI/UX|JavaScript|Web Accessibility|Node.js|HTML/CSS|Jenkins,Full Stack Developer,Technology
R008994,"Education: Bachelor's in Environmental Science Experience: 2 years Skills: Problem Solving, Technical Knowledge, Sustainability, Firewalls, Environmental Science, CI/CD, Perl, Analysis",Bachelor's in Environmental Science,2,Problem Solving|Technical Knowledge|Sustainability|Firewalls|Environmental Science|CI/CD|Perl|Analysis|Budget Management|Research,Environmental Scientist,Environmental
R008995,"Education: High School Experience: 1 years Skills: Analytics, Creativity, Communication, Business Acumen, SEO, AWS, Content Creation, Photography/Videography",High School,1,Analytics|Creativity|Communication|Business Acumen|SEO|AWS|Content Creation|Photography/Videography|Social Media|React,Social Media Content Creator,Media Production
R008996,"Education: PhD Experience: 3 years Skills: Data Analysis, Perl, Jenkins, Risk Assessment, Research, Problem Solving, Experimentation, Django",PhD,3,Data Analysis|Perl|Jenkins|Risk Assessment|Research|Problem Solving|Experimentation|Django|Power BI|Scientific Knowledge|Writing,Research Scientist,Research & Development
R008997,"Education: Bachelor's in Business Experience: 3 years Skills: Communication, Problem Solving, Mobile Security, Business Analysis, Jira, Data Analysis, Project Management, Process Improvement",Bachelor's in Business,3,Communication|Problem Solving|Mobile Security|Business Analysis|Jira|Data Analysis|Project Management|Process Improvement,Business Consultant,Consulting
R008998,"Education: Licensing Credentials Experience: 4 years Skills: CloudFormation, Communication, Counseling, Treatment Planning, Active Listening, Problem Solving, Firewalls, Machine Learning",Licensing Credentials,4,CloudFormation|Communication|Counseling|Treatment Planning|Active Listening|Problem Solving|Firewalls|Machine Learning|Adaptability|REST API|Empathy,Counselor,Human Services & Social Work
R008999,"Education: Leadership Experience: 6 years Skills: Leadership, Ansible, Business Acumen, Network Security, Sustainability, Crop Knowledge, Problem Solving, Equipment",Leadership,6,Leadership|Ansible|Business Acumen|Network Security|Sustainability|Crop Knowledge|Problem Solving|Equipment|Farm Management,Farm Manager,Agriculture
R009000,"Education: Bachelor's in Education Experience: 3 years Skills: C#, Instruction, TypeScript, Classroom Management, Student Assessment, Communication, Patience, Power BI",Bachelor's in Education,3,C#|Instruction|TypeScript|Classroom Management|Student Assessment|Communication|Patience|Power BI|Web Accessibility|Curriculum Development,Teacher,Education & Training
R009001,"Education: High School Experience: 0 years Skills: Ansible, Attention to Detail, Communication, Product Knowledge, Teamwork, Patience, JavaScript, Customer Service",High School,0,Ansible|Attention to Detail|Communication|Product Knowledge|Teamwork|Patience|JavaScript|Customer Service|Problem Solving,Customer Service Representative,Sales & Customer Service
R009002,"Education: Bachelor's in Accounting Experience: 4 years Skills: Accounting Principles, GraphQL, Tax Knowledge, QuickBooks, Scikit-learn, GAAP, Excel, Financial Analysis",Bachelor's in Accounting,4,Accounting Principles|GraphQL|Tax Knowledge|QuickBooks|Scikit-learn|GAAP|Excel|Financial Analysis,Accountant,Finance & Accounting
R009003,"Education: Master's or PhD in subject area Experience: 6 years Skills: Cassandra, Research, Subject Matter Expertise, React Native, Mentoring, Communication, Publication, Encryption",Master's or PhD in subject area,6,Cassandra|Research|Subject Matter Expertise|React Native|Mentoring|Communication|Publication|Encryption|Teaching|Time Management,College Professor,Education & Training
R009004,"Education: CPA Experience: 7 years Skills: Accounting, SEO, Leadership, Risk Management, Wireframing, FP&A, Financial Reporting, Business Development",CPA,7,Accounting|SEO|Leadership|Risk Management|Wireframing|FP&A|Financial Reporting|Business Development|Strategy|Cassandra,Controller,Finance & Accounting
R009005,"Education: High School Experience: 3 years Skills: Adobe Creative Suite, Organization, Friendliness, Figma, Communication, Flask, Computer Skills, Encryption",High School,3,Adobe Creative Suite|Organization|Friendliness|Figma|Communication|Flask|Computer Skills|Encryption|Market Research|Customer Service|Phone Skills,Receptionist,Administration
R009006,"Education: Master's in Library Science Experience: 0 years Skills: Customer Service, Communication, Technology, Node.js, Information Management, Research, Organization, GraphQL",Master's in Library Science,0,Customer Service|Communication|Technology|Node.js|Information Management|Research|Organization|GraphQL,Librarian,Information Services
R009007,"Education: Bachelor's in Agriculture Experience: 3 years Skills: Java, Farm Management, Equipment, Business Acumen, Leadership, Sustainability, Risk Assessment, Crop Knowledge",Bachelor's in Agriculture,3,Java|Farm Management|Equipment|Business Acumen|Leadership|Sustainability|Risk Assessment|Crop Knowledge|PHP|GCP,Farm Manager,Agriculture
R009008,"Education: Bachelor's in IT Experience: 3 years Skills: Informatica, Data Quality, ETL, Data Integration, Vue.js, Project Management, Power BI, TypeScript",Bachelor's in IT,3,Informatica|Data Quality|ETL|Data Integration|Vue.js|Project Management|Power BI|TypeScript|Performance Tuning|Adobe Creative Suite|SQL,Informatica Developer,Data & Analytics
R009009,"Education: Master's in Data Management Experience: 4 years Skills: iOS, Strategic Planning, CI/CD, Database Management, Marketing, Statistical Analysis, Attention to Detail, Problem Solving",Master's in Data Management,4,iOS|Strategic Planning|CI/CD|Database Management|Marketing|Statistical Analysis|Attention to Detail|Problem Solving|Clinical Data|Regulatory Compliance,Clinical Data Manager,Healthcare
R009010,"Education: Juris Doctor Experience: 6 years Skills: Legal Expertise, CI/CD, Writing, Flask, Patent Law, Technical Knowledge, Terraform, Business Development",Juris Doctor,6,Legal Expertise|CI/CD|Writing|Flask|Patent Law|Technical Knowledge|Terraform|Business Development|Communication|Research|Flutter,Patent Attorney,Legal Services
R009011,"Education: High School Experience: 3 years Skills: Customer Service, Memory, Organization, NoSQL, Problem Solving, Communication, Leadership, Kotlin",High School,3,Customer Service|Memory|Organization|NoSQL|Problem Solving|Communication|Leadership|Kotlin|Teamwork,Server,Hospitality & Food Service
R009012,"Education: Bachelor's in Hospitality Management Experience: 6 years Skills: Budget Control, Leadership, Adaptability, Communication, Staff Management, Security Protocols, Database Design, Kubernetes",Bachelor's in Hospitality Management,6,Budget Control|Leadership|Adaptability|Communication|Staff Management|Security Protocols|Database Design|Kubernetes|Hotel Management|Customer Service,Hotel Manager,Hospitality & Tourism
R009013,"Education: Bachelor's in Agricultural Engineering Experience: 2 years Skills: Technical Knowledge, Market Research, Equipment Design, Ruby, Agile, CloudFormation, Rust, Sustainability",Bachelor's in Agricultural Engineering,2,Technical Knowledge|Market Research|Equipment Design|Ruby|Agile|CloudFormation|Rust|Sustainability|Agricultural Systems|Analysis|Problem Solving,Agricultural Engineer,Agriculture & Food
R009014,"Education: Bachelor's in Accounting Experience: 2 years Skills: Project Management, Forecasting, Attention to Detail, Financial Analysis, Time Management, Communication, PyTorch, Budget Planning",Bachelor's in Accounting,2,Project Management|Forecasting|Attention to Detail|Financial Analysis|Time Management|Communication|PyTorch|Budget Planning|Excel,Budget Analyst,Finance & Accounting
R009015,"Education: Bachelor's in Literature Experience: 3 years Skills: Storytelling, Creativity, Writing, React Native, Attention to Detail, Research, Negotiation, Communication",Bachelor's in Literature,3,Storytelling|Creativity|Writing|React Native|Attention to Detail|Research|Negotiation|Communication,Writer,Entertainment & Media
R009016,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Architecture, Communication, Scrum, Problem Solving, Mentoring, Leadership, NumPy, Code Review",Bachelor's in Computer Science,4,Architecture|Communication|Scrum|Problem Solving|Mentoring|Leadership|NumPy|Code Review|App Testing|Mobile Security|PostgreSQL,Technical Lead,Technology
R009017,"Education: Bachelor's Degree Experience: 4 years Skills: Compliance, Communication, Presentation Skills, C#, Leadership, Marketing, Discipline, Safety",Bachelor's Degree,4,Compliance|Communication|Presentation Skills|C#|Leadership|Marketing|Discipline|Safety|Strategic Planning|Problem Solving|Serverless,Military Officer,Law Enforcement
R009018,"Education: High School Experience: 1 years Skills: Enthusiasm, Communication, Market Research, Regional Knowledge, Customer Service, Problem Solving, Cultural Sensitivity, Mobile UI/UX",High School,1,Enthusiasm|Communication|Market Research|Regional Knowledge|Customer Service|Problem Solving|Cultural Sensitivity|Mobile UI/UX,Tour Guide,Hospitality & Tourism
R009019,"Education: High School Experience: 3 years Skills: Scikit-learn, Jupyter, REST API, Security Protocols, Problem Solving, Technical Knowledge, Patience, Troubleshooting",High School,3,Scikit-learn|Jupyter|REST API|Security Protocols|Problem Solving|Technical Knowledge|Patience|Troubleshooting|React|Customer Service|Communication,Technical Support Specialist,Sales & Customer Service
R009020,"Education: Legal Secretary Certification Experience: 3 years Skills: Administrative Skills, Organization, Terraform, Communication, Business Development, CSS, Legal Knowledge, Prototyping",Legal Secretary Certification,3,Administrative Skills|Organization|Terraform|Communication|Business Development|CSS|Legal Knowledge|Prototyping|Attention to Detail|Typing,Legal Secretary,Legal Services
R009021,"Education: High School Experience: 3 years Skills: Athletic Ability, Fitness, NumPy, Teamwork, Training Discipline, Security Protocols, Mental Toughness, Performance",High School,3,Athletic Ability|Fitness|NumPy|Teamwork|Training Discipline|Security Protocols|Mental Toughness|Performance,Athlete,Sports & Athletics
R009022,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Marketing, Big Data, Mentoring, Hadoop, HDFS, Java, Distributed Computing, MapReduce",Bachelor's in Computer Science,2,Marketing|Big Data|Mentoring|Hadoop|HDFS|Java|Distributed Computing|MapReduce,Hadoop Developer,Data & Analytics
R009023,"Education: Master's in Counseling Experience: 2 years Skills: Problem Solving, Empathy, Marketing, Angular, Active Listening, Treatment Planning, Counseling, R",Master's in Counseling,2,Problem Solving|Empathy|Marketing|Angular|Active Listening|Treatment Planning|Counseling|R|Communication,Counselor,Human Services & Social Work
R009024,"Education: High School Experience: 1 years Skills: Time Management, Negotiation, Administrative Skills, Organization, NoSQL, Software Skills, Communication, Kotlin",High School,1,Time Management|Negotiation|Administrative Skills|Organization|NoSQL|Software Skills|Communication|Kotlin|Typing|Java,Administrative Assistant,Administration
R009025,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Scalability, React Native, Business Development, Performance, Presentation Skills, React, Cassandra, NoSQL",Bachelor's in Computer Science,3,Scalability|React Native|Business Development|Performance|Presentation Skills|React|Cassandra|NoSQL|CQL|Strategic Planning|Distributed Systems,Cassandra Developer,Technology
R009026,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Problem Solving, Budget Management, Flask, Technical Expertise, Communication, Redis, Project Management, Shell Scripting",Bachelor's in Computer Science,4,Problem Solving|Budget Management|Flask|Technical Expertise|Communication|Redis|Project Management|Shell Scripting|IT Knowledge|System Design|TypeScript,IT Consultant,Consulting
R009027,"Education: Bachelor's in IT Experience: 3 years Skills: Microservices, Perl, Power BI, Database Design, NoSQL, ETL, Tableau, Firewalls",Bachelor's in IT,3,Microservices|Perl|Power BI|Database Design|NoSQL|ETL|Tableau|Firewalls|Data Visualization|SQL,BI Developer,Data & Analytics
R009028,"Education: CompTIA A+ Certification Experience: 0 years Skills: Technical Support, Software, Jenkins, Communication, TensorFlow, Hardware, PyTorch, Troubleshooting",CompTIA A+ Certification,0,Technical Support|Software|Jenkins|Communication|TensorFlow|Hardware|PyTorch|Troubleshooting|Customer Service,IT Help Desk Technician,Technology
R009029,"Education: Museum Studies Experience: 2 years Skills: Art Knowledge, Communication, Research, Redis, Curation, Management, Graphic Design, Problem Solving",Museum Studies,2,Art Knowledge|Communication|Research|Redis|Curation|Management|Graphic Design|Problem Solving,Museum Curator,Arts & Culture
R009030,"Education: Bachelor's in Engineering Experience: 2 years Skills: Problem Solving, Redis, Technical Knowledge, Kanban, Mobile UI/UX, Project Management, Documentation, Coordination",Bachelor's in Engineering,2,Problem Solving|Redis|Technical Knowledge|Kanban|Mobile UI/UX|Project Management|Documentation|Coordination|Communication|Adaptability,Project Engineer,Engineering & Manufacturing
R009031,"Education: Data Science Certificate Experience: 1 years Skills: Jupyter Notebooks, Visualization, User Interface, Data Analysis, Documentation, Python, GCP, Collaboration",Data Science Certificate,1,Jupyter Notebooks|Visualization|User Interface|Data Analysis|Documentation|Python|GCP|Collaboration,Jupyter Developer,Data & Analytics
R009032,"Education: Master's or PhD in subject area Experience: 6 years Skills: NoSQL, React Native, Mentoring, Teaching, Publication, Research, Subject Matter Expertise, Financial Analysis",Master's or PhD in subject area,6,NoSQL|React Native|Mentoring|Teaching|Publication|Research|Subject Matter Expertise|Financial Analysis|Web Design|Communication,College Professor,Education & Training
R009033,"Education: Bachelor's in Business Experience: 5 years Skills: Leadership Support, Microservices, Business Acumen, Marketing, Organization, GCP, Communication, Executive Support",Bachelor's in Business,5,Leadership Support|Microservices|Business Acumen|Marketing|Organization|GCP|Communication|Executive Support|Discretion|Terraform|Problem Solving,Executive Assistant,Administration
R009034,"Education: Trade School Experience: 1 years Skills: Serverless, Problem Solving, Welding, Precision, Technical Knowledge, Jupyter, Communication, Cassandra",Trade School,1,Serverless|Problem Solving|Welding|Precision|Technical Knowledge|Jupyter|Communication|Cassandra|Physical Stamina|Safety|SQL,Welder,Skilled Trades
R009035,"Education: Bachelor's in Business Experience: 4 years Skills: Market Analysis, Strategic Planning, Product Strategy, Agile, User Research, Communication, Business Acumen, Deep Learning",Bachelor's in Business,4,Market Analysis|Strategic Planning|Product Strategy|Agile|User Research|Communication|Business Acumen|Deep Learning|Leadership|Data Analysis|Statistics,Product Manager,Marketing & Sales
R009036,"Education: Broadcasting School Experience: 1 years Skills: Problem Solving, Improvisation, Interviewing, Firewalls, Personality, NumPy, Public Speaking, Communication",Broadcasting School,1,Problem Solving|Improvisation|Interviewing|Firewalls|Personality|NumPy|Public Speaking|Communication,Radio Host,Media & Entertainment
R009037,"Education: Bachelor's in Physical Education Experience: 0 years Skills: Cassandra, PyTorch, Leadership, Kotlin, Communication, Security Architecture, Motivation, Coaching",Bachelor's in Physical Education,0,Cassandra|PyTorch|Leadership|Kotlin|Communication|Security Architecture|Motivation|Coaching|Training Program Design|Athletic Knowledge,Coach,Sports & Recreation
R009038,"Education: Management Experience Experience: 3 years Skills: NumPy, Cost Management, Safety, Problem Solving, Fleet Management, Budget Management, Leadership, Maintenance",Management Experience,3,NumPy|Cost Management|Safety|Problem Solving|Fleet Management|Budget Management|Leadership|Maintenance|Web Accessibility|Figma,Fleet Manager,Transportation & Logistics
R009039,"Education: Master's in Law Experience: 3 years Skills: Risk Management, Business Development, Oracle, iOS, Communication, Compliance, Data Analysis, GDPR",Master's in Law,3,Risk Management|Business Development|Oracle|iOS|Communication|Compliance|Data Analysis|GDPR|Strategic Planning|Privacy Law,Privacy Officer,Technology
R009040,"Education: Master's in Nursing Experience: 8 years Skills: Communication, Budget Management, Nursing Leadership, Staff Management, Clinical Knowledge, PyTorch, R, Patient Safety",Master's in Nursing,8,Communication|Budget Management|Nursing Leadership|Staff Management|Clinical Knowledge|PyTorch|R|Patient Safety,Nursing Manager,Healthcare
R009041,"Education: Bachelor's in Automotive Engineering Experience: 5 years Skills: Django, Negotiation, Vehicle Systems, Testing, Problem Solving, Leadership, CAD, Materials",Bachelor's in Automotive Engineering,5,Django|Negotiation|Vehicle Systems|Testing|Problem Solving|Leadership|CAD|Materials|Thermal Systems|Vue.js,Automotive Engineer,Engineering & Manufacturing
R009042,"Education: Master's in Non-profit Management Experience: 8 years Skills: Negotiation, Azure, Firewalls, Budget Management, Strategic Planning, Vision, Non-profit Leadership, Communication",Master's in Non-profit Management,8,Negotiation|Azure|Firewalls|Budget Management|Strategic Planning|Vision|Non-profit Leadership|Communication|Mobile UI/UX|Fundraising|JavaScript,Non-profit Director,Non-profit & Charity
R009043,"Education: Bachelor's in Mechanical Engineering Experience: 3 years Skills: Thermal Systems, Problem Solving, Android, Security Protocols, CAD, Materials, Vehicle Systems, Testing",Bachelor's in Mechanical Engineering,3,Thermal Systems|Problem Solving|Android|Security Protocols|CAD|Materials|Vehicle Systems|Testing|Power BI|Serverless,Automotive Engineer,Engineering & Manufacturing
R009044,"Education: Engineering License Experience: 2 years Skills: Statistics, Problem Solving, Management, Power BI, Electrical Systems, Leadership, Regulatory Knowledge, Safety",Engineering License,2,Statistics|Problem Solving|Management|Power BI|Electrical Systems|Leadership|Regulatory Knowledge|Safety|P&L Management|Prototyping|MySQL,Electrical Utilities Manager,Energy & Utilities
R009045,"Education: Journalism Experience: 1 years Skills: Sports Knowledge, Communication, Android, Database Design, Quick Thinking, Enthusiasm, Web Accessibility, Public Speaking",Journalism,1,Sports Knowledge|Communication|Android|Database Design|Quick Thinking|Enthusiasm|Web Accessibility|Public Speaking|Writing|User Interface,Sports Commentator,Media & Entertainment
R009046,"Education: Bachelor's in Mechanical Engineering Experience: 1 years Skills: CAD, Kanban, Business Acumen, Production Planning, Critical Thinking, Equipment Knowledge, Problem Solving, Process Design",Bachelor's in Mechanical Engineering,1,CAD|Kanban|Business Acumen|Production Planning|Critical Thinking|Equipment Knowledge|Problem Solving|Process Design|Quality Control|R|Business Development,Manufacturing Engineer,Engineering & Manufacturing
R009047,"Education: Bachelor's in Logistics Experience: 1 years Skills: Warehouse Management, Kubernetes, Staff Management, MongoDB, Inventory Control, Organization, Business Acumen, Scikit-learn",Bachelor's in Logistics,1,Warehouse Management|Kubernetes|Staff Management|MongoDB|Inventory Control|Organization|Business Acumen|Scikit-learn|Safety|Tableau|Problem Solving,Warehouse Manager,Operations & Supply Chain
R009048,"Education: Bachelor's in Engineering Experience: 5 years Skills: Compliance, PostgreSQL, Leadership, Problem Solving, Tableau, Project Management, Statistical Analysis, REST API",Bachelor's in Engineering,5,Compliance|PostgreSQL|Leadership|Problem Solving|Tableau|Project Management|Statistical Analysis|REST API|Quality Management|Process Improvement,Quality Assurance Manager,Operations & Supply Chain
R009049,"Education: Bachelor's in HR Experience: 3 years Skills: ATS Systems, Communication, SEO, SQL, Job Posting, Interviewing, Recruitment, Networking",Bachelor's in HR,3,ATS Systems|Communication|SEO|SQL|Job Posting|Interviewing|Recruitment|Networking|Critical Thinking|Penetration Testing,Talent Acquisition Specialist,Human Resources
R009050,"Education: Bachelor's in Aerospace Engineering Experience: 1 years Skills: Structural Analysis, MATLAB, Aerodynamics, Penetration Testing, Physics, CAD, App Testing, P&L Management",Bachelor's in Aerospace Engineering,1,Structural Analysis|MATLAB|Aerodynamics|Penetration Testing|Physics|CAD|App Testing|P&L Management|Design,Aerospace Engineer,Engineering & Manufacturing
R009051,"Education: Esthetics School Experience: 2 years Skills: Swift, Jupyter, C++, Time Management, Customer Service, Product Knowledge, Facial Treatment, Technical Skills",Esthetics School,2,Swift|Jupyter|C++|Time Management|Customer Service|Product Knowledge|Facial Treatment|Technical Skills|Strategic Planning|Skincare|Communication,Esthetician,Beauty & Wellness
R009052,"Education: Bachelor's in Business Experience: 3 years Skills: Job Posting, ATS Systems, Networking, Encryption, Recruitment, Figma, Interviewing, Communication",Bachelor's in Business,3,Job Posting|ATS Systems|Networking|Encryption|Recruitment|Figma|Interviewing|Communication,Talent Acquisition Specialist,Human Resources
R009053,"Education: Maritime Training Experience: 2 years Skills: Navigation, Technical Skills, Mobile Security, Leadership, Problem Solving, Safety, iOS, Maritime Knowledge",Maritime Training,2,Navigation|Technical Skills|Mobile Security|Leadership|Problem Solving|Safety|iOS|Maritime Knowledge,Deck Officer,Transportation
R009054,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Problem Solving, Type Safety, JavaScript, Node.js, Kotlin, Object-Oriented Design, Budget Management, TypeScript",Bachelor's in Computer Science,3,Problem Solving|Type Safety|JavaScript|Node.js|Kotlin|Object-Oriented Design|Budget Management|TypeScript,TypeScript Developer,Technology
R009055,"Education: High School Experience: 3 years Skills: Vue.js, Customer Service, Power BI, Safety, Negotiation, Driving, Responsibility, Problem Solving",High School,3,Vue.js|Customer Service|Power BI|Safety|Negotiation|Driving|Responsibility|Problem Solving|Mobile UI/UX|Business Acumen|Route Knowledge,Bus Driver,Transportation
R009056,"Education: Bachelor's in Electronics Engineering Experience: 3 years Skills: Hardware Design, Embedded Systems, C#, Django, R, Pandas, Microcontrollers, PCB Design",Bachelor's in Electronics Engineering,3,Hardware Design|Embedded Systems|C#|Django|R|Pandas|Microcontrollers|PCB Design|Circuit Design|CAD|Project Management,Electronics Engineer,Engineering & Manufacturing
R009057,"Education: Bachelor's in IT Experience: 2 years Skills: Oracle, Website Management, Vue.js, Database Management, HTML/CSS, Server Administration, Troubleshooting, CMS",Bachelor's in IT,2,Oracle|Website Management|Vue.js|Database Management|HTML/CSS|Server Administration|Troubleshooting|CMS,Website Administrator,Technology
R009058,"Education: Bachelor's in HR Experience: 4 years Skills: Training Design, E-Learning, Leadership, Project Management, React, Curriculum Development, Coaching, Penetration Testing",Bachelor's in HR,4,Training Design|E-Learning|Leadership|Project Management|React|Curriculum Development|Coaching|Penetration Testing,Learning & Development Manager,Human Resources
R009059,"Education: Bachelor's in Business Experience: 4 years Skills: Analytics, Customer Relations, CloudFormation, Product Knowledge, Account Management, Communication, Problem Solving, User Interface",Bachelor's in Business,4,Analytics|Customer Relations|CloudFormation|Product Knowledge|Account Management|Communication|Problem Solving|User Interface,Customer Success Manager,Sales & Customer Service
R009060,"Education: Bachelor's in Botany Experience: 3 years Skills: Problem Solving, Research, PostgreSQL, Java, Plant Science, P&L Management, C#, R",Bachelor's in Botany,3,Problem Solving|Research|PostgreSQL|Java|Plant Science|P&L Management|C#|R|Communication|Data Analysis|Field Work,Botanist,Science & Research
R009061,"Education: Bachelor's in Design Experience: 3 years Skills: Technical Skills, Kotlin, Project Management, Problem Solving, Creativity, Communication, Redis, GCP",Bachelor's in Design,3,Technical Skills|Kotlin|Project Management|Problem Solving|Creativity|Communication|Redis|GCP|Exhibition Design,Exhibition Designer,Arts & Culture
R009062,"Education: Bachelor's in Electronics Engineering Experience: 1 years Skills: Financial Analysis, CAD, R, Microcontrollers, Embedded Systems, Technical Writing, PCB Design, C#",Bachelor's in Electronics Engineering,1,Financial Analysis|CAD|R|Microcontrollers|Embedded Systems|Technical Writing|PCB Design|C#|Hardware Design|Circuit Design,Electronics Engineer,Engineering & Manufacturing
R009063,"Education: Bachelor's in Electrical Engineering Experience: 5 years Skills: Deep Learning, Troubleshooting, Power Systems, Sales, Mobile UI/UX, Circuit Design, Electrical Systems, Responsive Design",Bachelor's in Electrical Engineering,5,Deep Learning|Troubleshooting|Power Systems|Sales|Mobile UI/UX|Circuit Design|Electrical Systems|Responsive Design|Technical Knowledge|CAD,Electrical Engineer,Engineering & Manufacturing
R009064,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Account Management, Communication, Problem Solving, Technical Knowledge, Query Optimization, Client Relations, Market Research, Decision Making",Bachelor's in Computer Science,4,Account Management|Communication|Problem Solving|Technical Knowledge|Query Optimization|Client Relations|Market Research|Decision Making|Product Knowledge,Technical Account Manager,Technology
R009065,"Education: Bachelor's in Life Sciences Experience: 5 years Skills: Database Management, Docker, Clinical Data, HTML, Attention to Detail, Regulatory Compliance, Problem Solving, Statistical Analysis",Bachelor's in Life Sciences,5,Database Management|Docker|Clinical Data|HTML|Attention to Detail|Regulatory Compliance|Problem Solving|Statistical Analysis,Clinical Data Manager,Healthcare
R009066,"Education: Bachelor's in Mechanical Engineering Experience: 5 years Skills: CAD, Terraform, Production Planning, Process Design, Quality Control, Equipment Knowledge, Query Optimization, Problem Solving",Bachelor's in Mechanical Engineering,5,CAD|Terraform|Production Planning|Process Design|Quality Control|Equipment Knowledge|Query Optimization|Problem Solving,Manufacturing Engineer,Engineering & Manufacturing
R009067,"Education: Bachelor's in Computer Science Experience: 3 years Skills: MySQL, Drupal, TypeScript, JavaScript, PHP, Module Development, Theme Development, Go",Bachelor's in Computer Science,3,MySQL|Drupal|TypeScript|JavaScript|PHP|Module Development|Theme Development|Go,Drupal Developer,Technology
R009068,"Education: Master's in Business Experience: 4 years Skills: Communication, Problem Solving, Research, Project Management, Business Analysis, Strategic Thinking, Pandas, Scala",Master's in Business,4,Communication|Problem Solving|Research|Project Management|Business Analysis|Strategic Thinking|Pandas|Scala,Management Consultant,Consulting
R009069,"Education: Bachelor's in Cybersecurity Experience: 3 years Skills: Security Protocols, Networking, CloudFormation, Encryption, Risk Analysis, Query Optimization, Penetration Testing, Firewalls",Bachelor's in Cybersecurity,3,Security Protocols|Networking|CloudFormation|Encryption|Risk Analysis|Query Optimization|Penetration Testing|Firewalls|C++,Cybersecurity Specialist,Technology
R009070,"Education: Bachelor's in Social Work Experience: 1 years Skills: Cultural Sensitivity, Program Management, Organization, Project Management, Communication, Ruby, Web Accessibility, Budget Management",Bachelor's in Social Work,1,Cultural Sensitivity|Program Management|Organization|Project Management|Communication|Ruby|Web Accessibility|Budget Management|Security Protocols|Community Engagement|Problem Solving,Community Outreach Coordinator,Human Services & Social Work
R009071,"Education: Salesforce Certification Experience: 1 years Skills: Problem Solving, CRM, MongoDB, Adaptability, Apex, Flutter, Lightning, VisualForce",Salesforce Certification,1,Problem Solving|CRM|MongoDB|Adaptability|Apex|Flutter|Lightning|VisualForce|Database Design|Salesforce,Salesforce Developer,Technology
R009072,"Education: Bartending Certification Experience: 0 years Skills: Azure, Customer Service, Team Work, iOS, Memory, Communication, Bartending, Problem Solving",Bartending Certification,0,Azure|Customer Service|Team Work|iOS|Memory|Communication|Bartending|Problem Solving|Scrum,Bartender,Hospitality & Food Service
R009073,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Mobile UI/UX, Haskell, Functional Programming, Lambda Calculus, Type System, Agile, Concurrency, Problem Solving",Bachelor's in Computer Science,1,Mobile UI/UX|Haskell|Functional Programming|Lambda Calculus|Type System|Agile|Concurrency|Problem Solving|Critical Thinking|Sales,Haskell Developer,Technology
R009074,"Education: Privacy Certification Experience: 4 years Skills: Wireframing, Communication, GDPR, Django, Risk Management, Strategic Planning, Privacy Law, Compliance",Privacy Certification,4,Wireframing|Communication|GDPR|Django|Risk Management|Strategic Planning|Privacy Law|Compliance,Privacy Officer,Technology
R009075,"Education: Bachelor's in Computer Engineering Experience: 5 years Skills: Sensors, Statistics, Security Architecture, C/C++, IoT Technology, Vue.js, Wireframing, Market Research",Bachelor's in Computer Engineering,5,Sensors|Statistics|Security Architecture|C/C++|IoT Technology|Vue.js|Wireframing|Market Research|Networking|Embedded Systems|System Design,IoT Engineer,Technology
R009076,"Education: Bachelor's in Communications Experience: 5 years Skills: Analytics, Research, Content Strategy, SEO, Writing, Project Management, React, Critical Thinking",Bachelor's in Communications,5,Analytics|Research|Content Strategy|SEO|Writing|Project Management|React|Critical Thinking,Content Marketing Manager,Marketing & Sales
R009077,"Education: Tableau Certification Experience: 1 years Skills: Data Visualization, Jupyter, PostgreSQL, Communication, C++, Tableau, Mobile Security, Analytics",Tableau Certification,1,Data Visualization|Jupyter|PostgreSQL|Communication|C++|Tableau|Mobile Security|Analytics|Web Design|SQL|Dashboard Design,Tableau Specialist,Data & Analytics
